RA,IAA,IEG,IPS,math,portuguese,lag,IAA__minus_1,IEG__minus_1,IPS__minus_1,math__minus_1,portuguese__minus_1,lag__minus_1,IAA__minus_2,IEG__minus_2,IPS__minus_2,math__minus_2,portuguese__minus_2,lag__minus_2,years
RA-649,"8,8","6,0","8,8","5,5","4,0",0,"9,0","9,3","3,77","3,8","9,2",-1.0,"8,5","8,9","5,6","6,3","8,5",-2.0,3
RA-650,"6,9","8,7","5,6","5,5","8,3",-1,,,,,,,,,,,,,1
RA-651,"9,2","10,0","7,5","10,0","6,0",1,"0,0","8,2","3,77","9,8","8,7",0.0,"8,5","9,3","7,5","7,7","7,8",-1.0,3
RA-652,"8,0","6,9","7,5","4,5","6,5",0,"9,0","9,4","6,89","6,2","7,8",-1.0,"8,0","9,6","7,5","7,0","8,5",0.0,3
RA-653,"8,8","9,5","8,8","6,5","4,5",0,"0,0","9,8","6,27","7,7","8,0",-1.0,"9,5","9,6","7,5","9,5","9,0",-1.0,3
RA-654,"8,5","8,6","7,5","5,5","8,0",-2,,,,,,,,,,,,,1
RA-655,"7,5","10,0","8,8","8,0","4,0",0,"7,4","9,9","7,52","7,2","9,3",-1.0,"7,5","9,2","7,5","8,3","8,2",-2.0,3
RA-656,"9,2","6,0","7,5","5,0","3,5",0,"0,0","8,9","7,52","5,8","8,8",-1.0,"7,4","7,5","5,6","5,0","7,5",-1.0,3
RA-657,"8,8","9,6","6,9","8,0","4,5",0,"8,5","10,0","7,52","7,0","9,3",-1.0,"9,5","9,8","7,5","9,0","9,0",-2.0,3
RA-658,"8,8","10,0","8,1","5,5","2,5",1,"9,5","9,5","7,52","5,3","6,8",0.0,"10,0","9,3","7,5","4,7","6,5",-1.0,3
RA-659,"8,0","7,8","7,5","9,5","9,0",-1,,,,,,,,,,,,,1
RA-660,"9,5","9,0","7,5","5,8","8,0",0,,,,,,,,,,,,,1
RA-661,"0,0","7,7","6,89","4,3","8,7",0,"9,0","8,3","7,5","8,3","7,3",-1.0,,,,,,,2
RA-662,"7,9","7,6","7,5","4,5","5,0",0,"6,8","7,6","6,27","4,3","9,0",-1.0,"9,0","8,8","7,5","5,7","7,8",-1.0,3
RA-663,"8,5","7,1","5,6","6,0","7,0",-1,"6,9","7,4","7,52","6,7","7,3",-1.0,"6,9","8,7","7,5","5,0","6,5",-1.0,3
RA-664,"9,0","6,8","7,5","3,0","8,5",0,"9,0","9,6","7,52","8,0","8,0",-1.0,"9,5","8,8","7,5","5,0","7,5",-1.0,3
RA-665,"8,3","5,1","5,6","3,0","6,5",-1,"9,5","4,9","2,52","5,0","5,3",-1.0,"9,0","7,4","7,5","6,5","7,0",-1.0,3
RA-666,"10,0","7,9","7,5","10,0","5,5",0,"9,5","9,1","7,52","6,7","7,5",0.0,"9,5","9,1","7,5","8,0","7,5",-1.0,3
RA-667,"9,2","7,0","7,5","5,5","4,5",0,"9,0","6,9","6,89","3,0","7,3",-1.0,"8,5","5,6","7,5","3,7","5,3",-1.0,3
RA-668,"6,3","6,3","7,52","2,7","4,0",-1,"6,9","3,3","7,5","2,8","2,8",-1.0,,,,,,,2
RA-669,"7,5","4,9","7,5","5,0","6,0",0,"8,5","7,8","7,52","3,3","6,7",0.0,"9,0","9,7","7,5","5,0","7,0",-1.0,3
RA-670,"9,6","9,4","7,5","9,0","7,0",1,"9,5","8,7","7,52","5,8","8,2",0.0,"8,0","8,8","7,5","6,5","7,3",-1.0,3
RA-671,"7,9","8,3","3,14","8,0","7,5",-2,"8,5","8,2","8,1","8,8","8,8",-1.0,,,,,,,2
RA-672,"7,9","4,0","6,3","0,0","0,0",-1,"7,9","9,5","2,52","6,0","6,7",-2.0,"8,5","8,5","8,1","8,5","9,1",-1.0,3
RA-673,"8,5","9,2","8,1","9,4","8,9",0,,,,,,,,,,,,,1
RA-674,"7,9","8,5","3,77","5,3","5,0",-1,"9,5","8,7","8,1","8,9","7,0",0.0,,,,,,,2
RA-675,"10,0","8,0","7,52","8,5","8,0",0,"10,0","6,6","8,1","8,8","5,9",0.0,,,,,,,2
RA-676,"8,5","8,6","8,1","9,5","9,1",-1,,,,,,,,,,,,,1
RA-677,"10,0","8,2",10,"9,0","8,3",-1,"10,0","9,4","7,5","7,7","6,8",0.0,,,,,,,2
RA-678,"8,0","8,8","6,27","6,8","7,7",-1,"9,0","10,0","6,9","7,5","7,0",-1.0,,,,,,,2
RA-679,"7,5","7,5","5,02","2,0","5,2",-1,"9,0","8,2","7,5","6,7","5,8",-2.0,,,,,,,2
RA-680,"0,0","6,6","5,6","2,5","3,5",-1,"0,0","9,1","7,52","5,2","7,5",-1.0,"9,5","8,8","7,5","8,0","6,8",-2.0,3
RA-681,"9,5","7,8","6,3","5,0","0,0",-1,"0,0","7,8","3,77","8,8","7,8",-2.0,"8,5","8,5","6,9","6,5","6,5",-2.0,3
RA-682,"9,5","9,1","7,5","7,0","7,0",-2,,,,,,,,,,,,,1
RA-683,"7,9","5,0","7,5","8,0","0,0",-2,,,,,,,,,,,,,1
RA-684,"10,0","9,1","7,5","2,5","6,0",0,"9,0","8,1","7,52","8,3","4,7",0.0,"9,5","7,5","8,1","9,0","9,6",0.0,3
RA-685,"9,0","6,2","5,0","8,0","8,0",-1,,,,,,,,,,,,,1
RA-686,"8,0","8,8","6,9","5,0","9,5",0,"8,5","9,0","7,52","7,3","8,7",-1.0,"7,5","8,6","8,1","9,2","8,5",-1.0,3
RA-687,"7,5","9,2","7,5","6,5","8,0",0,"8,0","9,0","7,52","6,7","7,0",-1.0,"8,5","9,0","8,1","9,0","7,5",-1.0,3
RA-688,"9,5","10,0","8,1","6,0","9,0",0,"8,5","9,3","7,52","8,2","9,0",-1.0,"8,5","9,7","7,5","8,0","7,8",-1.0,3
RA-689,"7,4","7,9","5,6","6,0","5,5",-1,,,,,,,,,,,,,1
RA-690,"7,9","8,4","7,5","7,5","5,0",-1,"9,0","9,8","6,89","9,3","8,8",-2.0,"9,5","9,5","7,5","7,2","6,8",-1.0,3
RA-691,"10,0","9,2","8,1","9,6","9,3",0,,,,,,,,,,,,,1
RA-692,"7,4","7,7","7,52","2,8","6,3",-1,"9,5","8,9","8,1","7,0","6,8",-1.0,,,,,,,2
RA-693,"10,0","9,5","9,4","8,0","8,0",0,"10,0","9,4","6,89","8,2","8,7",0.0,"9,5","9,8","8,1","5,0","6,3",0.0,3
RA-694,"10,0","9,0","8,1","8,2","8,0",0,,,,,,,,,,,,,1
RA-695,"9,0","3,1","7,5","2,2","2,8",0,,,,,,,,,,,,,1
RA-696,"7,4","7,8","7,5","5,0","5,5",0,"0,0","9,4","5,02","5,2","8,2",0.0,"8,5","9,0","7,5","6,5","6,7",-1.0,3
RA-697,"7,0","9,3","7,5","8,8","8,0",-2,,,,,,,,,,,,,1
RA-698,"9,0","8,3","6,9","3,0","6,0",0,"8,5","9,9","2,52","4,3","7,0",0.0,"9,0","9,8","2,5","8,0","8,2",-1.0,3
RA-699,"6,3","7,7","6,3","7,0","6,0",-1,"8,5","8,3","3,77","5,7","6,2",-1.0,"5,2","9,2","7,5","7,5","6,7",-1.0,3
RA-700,"8,5","9,6","5,6","5,0","5,5",-1,"9,5","9,7","7,52","7,5","8,0",-1.0,"9,0","8,7","7,5","9,2","9,2",-1.0,3
RA-701,"9,5","9,9","3,77","7,3","7,0",-2,"9,0","9,3","7,5","8,7","8,7",-2.0,,,,,,,2
RA-702,"9,0","9,8","2,5","10,0","8,5",-2,"10,0","10,0","5,63","9,3","9,3",-1.0,"10,0","8,6","5,0","7,0","6,7",0.0,3
RA-703,"9,5","8,4","3,14","4,8","4,3",-2,"7,5","7,4","5,0","5,3","4,8",-2.0,,,,,,,2
RA-704,"7,5","8,6","5,6","6,0","7,0",-1,"10,0","9,9","3,14","6,5","5,7",-2.0,"9,0","8,6","5,0","7,7","6,6",-2.0,3
RA-705,"9,0","6,4","5,0","2,0","5,0",-1,"0,0","8,3","6,89","8,9","8,6",-2.0,"9,5","6,2","7,5","7,0","7,2",-2.0,3
RA-706,"0,0","7,1","6,3","3,0","3,5",0,"9,0","7,8","4,39","6,7","7,8",-2.0,"9,5","6,7","7,5","9,1","9,1",-2.0,3
RA-707,"7,9","7,7","4,4","7,0","6,0",-1,"0,0","9,8","3,77","5,5","7,5",-1.0,"10,0","8,1","6,9","8,8","8,2",-2.0,3
RA-708,"0,0","9,8","7,52","8,8","9,5",-1,"8,0","8,4","7,5","7,1","7,6",-1.0,,,,,,,2
RA-709,"7,4","8,0","7,5","6,0","6,0",-1,"10,0","7,9","7,52","5,5","4,3",-2.0,"9,5","3,5","7,5","2,3","2,3",-2.0,3
RA-710,"9,2","8,2","5,6","8,0","5,5",-1,"9,5","9,0","3,77","5,7","7,3",-1.0,"9,5","8,9","5,0","7,0","6,8",-2.0,3
RA-711,"9,0","7,9","6,3","4,0","3,0",-1,,,,,,,,,,,,,1
RA-712,"7,5","6,0","5,6","7,0","6,5",-1,"9,5","5,6","3,14","5,5","7,8",-2.0,"8,0","5,1","5,0","8,7","7,3",-2.0,3
RA-713,"8,0","7,5","7,5","6,0","7,5",0,"8,0","9,6","3,77","6,7","8,2",-1.0,"10,0","8,7","7,5","8,0","7,7",-1.0,3
RA-714,"0,0","6,9","6,3","8,0","0,0",-1,"0,0","8,0","3,14","6,7","8,0",-2.0,"9,0","6,9","5,6","8,5","7,5",-2.0,3
RA-715,"9,0","5,3","3,8","2,0","3,5",0,"0,0","9,5","3,14","4,5","6,3",-2.0,"8,5","8,7","4,4","4,8","5,0",-1.0,3
RA-716,"9,0","5,5","7,5","5,5","6,0",-1,"9,0","8,7","3,77","5,0","6,2",-1.0,"8,9","8,1","7,5","7,3","6,0",-1.0,3
RA-717,"0,0","8,5","7,52","5,5","6,3",-1,"9,0","7,3","7,5","5,0","5,8",-2.0,,,,,,,2
RA-718,"10,0","9,5","5,6","9,0","10,0",1,"9,5","9,1","3,77","6,3","9,2",0.0,"8,0","8,9","6,3","9,2","9,2",0.0,3
RA-719,"10,0","7,3","7,5","5,0","8,0",-1,"9,5","5,3","7,52","7,0","4,7",-2.0,"9,0","4,6","7,5","5,0","3,3",-2.0,3
RA-720,"8,0","5,9","7,5","7,3","7,8",-1,,,,,,,,,,,,,1
RA-721,"9,0","9,5","8,1","9,0","7,5",0,"8,5","9,5","7,52","7,5","9,3",0.0,"9,5","8,1","7,5","8,2","7,0",0.0,3
RA-722,"8,5","9,6","2,52","4,5","8,2",-1,"10,0","8,1","4,4","7,8","8,3",-1.0,,,,,,,2
RA-723,"10,0","6,6","8,1","5,3","5,7",0,,,,,,,,,,,,,1
RA-724,"9,5","5,9","5,6","2,9","8,3",0,,,,,,,,,,,,,1
RA-725,"7,5","7,7","7,5","7,0","7,5",-1,"9,5","9,0","7,52","8,1","8,7",-1.0,"8,0","5,9","8,1","4,0","6,0",0.0,3
RA-726,"10,0","6,1","7,52","6,2","5,8",0,"10,0","7,5","7,5","5,8","3,0",0.0,,,,,,,2
RA-727,"10,0","8,5","6,3","10,0","7,0",0,"9,5","8,8","2,52","8,3","7,7",-1.0,"9,0","7,7","8,1","9,3","7,4",0.0,3
RA-728,"9,5","7,3","8,1","9,3","8,9",0,,,,,,,,,,,,,1
RA-729,"8,0","8,4","2,5","6,0","6,0",-1,"8,0","9,1","3,77","8,2","8,9",-1.0,"10,0","8,7","8,1","8,5","7,8",0.0,3
RA-730,"8,0","7,2","6,9","10,0","9,0",0,"10,0","8,7","5,02","7,8","7,7",-1.0,"10,0","8,2","8,8","8,7","8,0",-2.0,3
RA-731,"9,5","4,2","4,4","0,0","5,0",-1,"8,5","7,6","3,14","6,2","7,3",-1.0,"9,0","8,5","6,9","7,3","7,2",-2.0,3
RA-732,"9,0","7,9","8,8","7,5","6,8",-1,,,,,,,,,,,,,1
RA-733,"10,0","10,0","7,5","9,0","9,5",-1,"10,0","8,7","7,52","4,3","8,0",0.0,"9,5","8,5","5,6","6,0","4,2",-1.0,3
RA-734,"8,5","8,0","7,52","6,8","7,0",-1,"9,5","7,2","5,6","8,0","6,5",-2.0,,,,,,,2
RA-735,"8,0","9,8","6,3","8,0","8,0",-1,"0,0","9,0","7,52","7,7","8,5",-1.0,"9,0","9,0","5,6","7,8","6,7",-2.0,3
RA-736,"8,5","9,5","6,27","4,8","8,5",-1,"9,0","8,5","5,6","4,7","6,2",-2.0,,,,,,,2
RA-737,"8,5","8,7","6,9","9,0","9,5",0,"9,5","7,8","7,52","7,0","8,0",0.0,"9,5","9,2","5,6","8,5","9,5",-1.0,3
RA-738,"10,0","7,3","6,9","7,5","7,0",-1,"8,0","9,3","7,52","4,2","7,8",0.0,"8,5","8,1","5,6","7,7","3,7",0.0,3
RA-739,"9,0","8,3","7,52","7,3","7,8",-1,"6,4","7,3","5,6","6,0","5,8",0.0,,,,,,,2
RA-740,"9,0","9,6","7,5","8,0","8,0",-1,"0,0","8,7","7,52","9,0","9,2",-2.0,"8,5","9,0","5,6","7,3","7,0",-1.0,3
RA-741,"8,4","5,3","5,0","3,5","4,0",-1,"9,5","6,9","4,39","4,2","6,0",-2.0,"9,5","8,4","5,6","7,3","5,2",-2.0,3
RA-742,"0,0","7,6","7,52","6,2","8,8",-2,"8,5","8,7","5,0","8,3","6,2",-1.0,,,,,,,2
RA-743,"9,0","9,3","7,5","6,5","7,5",-1,"0,0","9,1","3,77","7,3","6,8",-2.0,"10,0","7,9","5,6","4,8","4,8",-1.0,3
RA-744,"9,5","9,7","5,6","6,0","6,3",0,,,,,,,,,,,,,1
RA-745,"9,0","10,0","6,3","8,0","9,0",0,"9,5","9,3","3,77","5,7","8,2",-1.0,"9,0","8,5","5,6","8,5","7,7",-1.0,3
RA-746,"8,5","7,4","7,5","8,0","8,0",0,"0,0","8,0","3,77","6,0","8,3",0.0,"8,0","9,1","5,6","7,7","6,7",0.0,3
RA-747,"10,0","8,1","5,0","4,5","0,0",-2,"10,0","8,0","3,14","1,2","5,0",-1.0,"10,0","7,6","7,5","8,2","9,4",-2.0,3
RA-748,"9,5","10,0","7,5","7,5","8,0",-1,"9,5","9,7","7,52","9,0","9,2",-2.0,"10,0","9,0","7,5","9,6","8,6",-1.0,3
RA-749,"9,5","9,7","8,1","10,0","7,5",-2,"10,0","9,0","7,52","7,3","7,3",-1.0,"9,5","7,7","7,5","9,5","8,1",-1.0,3
RA-750,"6,2","5,9","4,4","0,5","7,0",-2,"9,5","7,7","3,14","3,3","3,5",-2.0,"9,5","8,9","4,4","7,1","6,4",-2.0,3
RA-751,"8,5","5,8","7,5","2,7","4,9",-2,,,,,,,,,,,,,1
RA-752,"9,5","7,5","7,5","7,0","4,5",-1,"9,5","9,9","7,52","4,8","8,0",-1.0,"10,0","9,0","7,5","9,6","9,4",-2.0,3
RA-753,"10,0","9,0","7,5","9,0","8,0",-1,"9,0","9,9","7,52","9,0","9,0",-1.0,"9,5","8,6","7,5","9,4","8,8",0.0,3
RA-754,"8,5","6,3","5,6","6,0","6,5",-2,"9,5","6,1","2,52","5,7","5,4",-2.0,"10,0","5,8","4,4","7,8","8,1",-1.0,3
RA-755,"10,0","10,0","7,5","10,0","9,5",-1,"10,0","9,5","7,52","9,2","9,2",-1.0,"9,5","9,2","6,9","9,8","9,3",0.0,3
RA-756,"10,0","8,8","7,5","10,0","1,0",-2,"10,0","8,7","7,52","5,4","6,8",-2.0,"10,0","7,9","7,5","5,6","5,8",-1.0,3
RA-757,"9,5","9,3","7,5","6,5","7,5",-1,"9,0","9,6","7,52","9,5","9,0",-2.0,"9,5","9,3","7,5","9,9","9,6",-1.0,3
RA-758,"9,0","9,1","7,5","8,0","8,2",-1,,,,,,,,,,,,,1
RA-759,"9,0","8,6","7,5","8,3","6,7",-2,,,,,,,,,,,,,1
RA-760,"9,2","7,1","7,5","2,5","3,5",0,"0,0","8,8","7,52","5,8","6,8",-1.0,"9,0","9,2","7,5","9,3","8,2",-2.0,3
RA-761,"8,5","8,9","6,3","8,0","6,5",0,"9,0","9,7","7,52","8,7","8,0",-1.0,"10,0","9,4","7,5","8,8","7,5",-1.0,3
RA-762,"10,0","6,4","6,3","4,0","3,5",-2,"10,0","9,1","3,14","6,2","5,3",-2.0,"10,0","9,7","7,5","7,3","6,0",-3.0,3
RA-763,"9,0","8,9","6,3","6,5","4,0",-1,"0,0","9,2","3,14","7,8","8,0",-2.0,"9,5","9,7","7,5","6,3","6,7",-2.0,3
RA-764,"8,0","7,9","7,5","3,0","9,0",0,"0,0","9,2","7,52","6,0","9,5",0.0,"9,0","8,8","7,5","7,2","7,8",0.0,3
RA-765,"8,5","9,3","7,5","5,0","3,7",-1,,,,,,,,,,,,,1
RA-766,"10,0","8,7","4,39","9,2","8,2",-1,"10,0","9,5","7,5","8,5","8,8",-2.0,,,,,,,2
RA-767,"9,5","9,0","7,5","8,5","8,0",-2,"10,0","8,3","7,52","6,5","6,0",-1.0,"9,5","9,0","7,5","7,3","6,7",-2.0,3
RA-768,"9,0","8,0","6,3","6,0","5,0",-1,"10,0","9,1","7,52","8,0","7,8",-2.0,"9,0","10,0","7,5","7,0","7,2",-2.0,3
RA-769,"10,0","6,0","7,5","6,0","6,0",-1,"10,0","9,3","3,77","8,2","7,8",-2.0,"10,0","7,5","7,5","9,6","6,2",-1.0,3
RA-770,"10,0","9,0","7,5","4,0","6,0",-1,"0,0","8,3","3,77","6,0","5,7",0.0,"9,5","8,9","7,5","8,5","8,1",0.0,3
RA-771,"8,5","6,6","3,1","6,5","6,5",-1,"0,0","8,8","3,14","8,2","8,2",0.0,"10,0","8,3","7,5","7,2","6,9",0.0,3
RA-772,"0,0","7,2","7,52","5,2","4,3",-2,"9,0","5,4","7,5","9,3","9,2",-2.0,,,,,,,2
RA-773,"10,0","8,8","2,5","8,0","2,0",-2,"10,0","7,5","2,52","8,0","7,8",-1.0,"10,0","6,8","5,0","9,3","6,8",-1.0,3
RA-774,"10,0","6,4","2,5","2,0","5,5",-1,"0,0","9,5","3,14","7,7","6,0",-1.0,"10,0","7,8","7,5","7,8","4,4",0.0,3
RA-775,"7,9","5,7","4,4","5,5","5,8",-2,,,,,,,,,,,,,1
RA-776,"7,9","6,0","5,6","0,0","0,0",-1,"0,0","7,0","7,52","4,2","2,7",-1.0,"0,0","4,3","4,4","0,0","3,3",-1.0,3
RA-777,"8,0","8,8","7,5","3,5","5,5",0,"0,0","9,3","7,52","5,3","7,3",0.0,"8,0","7,7","7,5","6,5","4,0",0.0,3
RA-778,"10,0","8,1","7,5","5,0","9,0",0,"8,5","7,9","7,52","7,3","9,0",-1.0,"10,0","6,7","7,5","6,0","8,2",-1.0,3
RA-779,"9,5","5,0","7,5","2,2","3,0",-2,,,,,,,,,,,,,1
RA-780,"9,5","10,0","5,6","6,0","6,0",-1,"9,5","8,8","3,14","8,0","8,5",-2.0,"8,0","7,6","7,5","6,3","7,5",-1.0,3
RA-781,"8,0","9,8","7,5","5,0","9,5",0,"7,5","9,8","7,52","7,0","8,8",-1.0,"10,0","8,9","7,5","8,0","8,5",-1.0,3
RA-782,"9,5","7,9","7,5","7,5","8,0",0,"8,5","9,8","2,52","8,3","6,7",-1.0,"9,5","8,4","7,5","5,7","6,3",0.0,3
RA-783,"9,5","6,8","3,77","9,0","8,7",-1,"9,5","5,8","7,5","4,7","7,3",0.0,,,,,,,2
RA-784,"8,0","9,8","5,6","8,0","9,5",0,"10,0","9,5","7,52","6,5","8,0",-1.0,"9,5","10,0","7,5","7,8","8,5",-1.0,3
RA-785,"9,5","10,0","7,5","8,0","10,0",0,"9,0","8,5","7,52","8,2","9,4",-1.0,"9,0","8,6","7,5","8,8","8,0",-1.0,3
RA-786,"9,0","9,5","5,6","6,3","5,8",-2,,,,,,,,,,,,,1
RA-787,"9,0","9,8","7,5","10,0","4,5",-1,"9,0","9,8","7,52","6,0","5,8",-1.0,"8,5","9,5","7,5","4,2","2,7",0.0,3
RA-788,"8,4","9,5","6,3","4,0","7,5",0,"7,9","9,8","2,52","6,0","7,8",0.0,"10,0","9,3","5,6","7,8","8,2",0.0,3
RA-789,"9,0","9,0","7,5","5,5","5,0",0,"0,0","9,5","7,52","8,5","7,2",0.0,"9,0","9,4","7,5","3,7","4,7",0.0,3
RA-790,"7,5","6,8","7,5","4,0","9,5",-1,"0,0","8,1","7,52","7,2","7,5",-2.0,"9,0","8,9","7,5","8,5","7,2",-2.0,3
RA-791,"0,0","8,1","7,52","6,0","4,5",-2,"9,5","8,7","7,5","6,3","6,7",-2.0,,,,,,,2
RA-792,"8,5","5,3","7,5","6,5","0,0",-1,"9,0","7,7","7,52","6,8","7,5",-2.0,"9,5","8,0","7,5","6,5","5,8",-1.0,3
RA-793,"9,5","7,6","7,5","6,0","6,0",-2,,,,,,,,,,,,,1
RA-794,"9,5","6,9","7,5","6,0","0,0",0,"9,0","9,2","7,52","5,2","7,2",-1.0,"9,5","8,9","7,5","3,7","4,5",0.0,3
RA-795,"9,5","9,8","6,3","10,0","9,0",-1,"9,0","9,6","7,52","8,7","7,7",-1.0,"9,0","9,7","7,5","8,0","6,5",0.0,3
RA-796,"8,5","8,2","7,5","3,0","7,5",-1,"9,0","9,8","6,27","5,0","6,0",-1.0,"9,5","9,3","7,5","5,8","5,0",-2.0,3
RA-797,"9,2","4,8","7,5","8,0","6,5",-1,"8,5","8,6","7,52","7,0","8,0",-1.0,"9,0","8,5","7,5","8,2","6,5",-2.0,3
RA-798,"6,8","3,5","7,5","4,0","5,5",-1,"9,0","8,1","7,52","4,3","7,8",-1.0,"8,0","8,3","7,5","7,0","5,7",-2.0,3
RA-799,"7,9","9,1","7,5","5,0","5,5",0,"9,5","9,6","5,64","7,8","8,8",-1.0,"8,0","9,6","7,5","8,5","7,2",-2.0,3
RA-800,"8,0","5,4","7,5","6,3","5,8",0,,,,,,,,,,,,,1
RA-801,"9,0","5,8","7,5","7,0","9,0",-1,"0,0","7,5","7,52","6,8","8,3",0.0,"7,0","6,6","7,5","7,2","6,3",-1.0,3
RA-802,"7,5","7,0","7,5","9,0","8,5",0,"8,0","9,3","7,52","9,3","9,5",-1.0,"9,0","9,0","7,5","9,0","7,5",-1.0,3
RA-803,"10,0","7,2","7,5","6,5","6,0",-2,,,,,,,,,,,,,1
RA-804,"10,0","8,6","6,27","6,2","7,5",-1,"10,0","8,4","6,3","5,5","4,0",-2.0,,,,,,,2
RA-805,"8,5","9,5","4,4","7,0","5,0",-1,"0,0","9,1","7,52","6,8","6,8",-1.0,"9,5","9,0","7,5","8,7","8,9",0.0,3
RA-806,"8,5","6,9","7,5","6,5","7,0",-1,"8,5","8,3","6,27","7,8","7,7",-1.0,"9,5","7,3","7,5","5,0","8,2",0.0,3
RA-807,"9,0","7,9","7,5","6,0","8,0",0,"9,5","9,1","7,52","8,3","7,7",-1.0,"9,5","8,7","6,3","9,5","8,6",0.0,3
RA-808,"9,0","10,0","7,5","7,5","10,0",0,"10,0","10,0","2,52","8,7","8,7",-1.0,"10,0","9,1","6,3","9,7","8,8",0.0,3
RA-809,"10,0","6,6","6,3","5,5","7,1",0,,,,,,,,,,,,,1
RA-810,"7,5","9,5","5,6","8,0","10,0",-1,"8,0","8,5","7,52","6,3","7,5",0.0,"8,5","9,1","5,0","9,7","9,5",0.0,3
RA-811,"8,9","5,7","5,6","8,9","5,7",-1,,,,,,,,,,,,,1
RA-812,"9,5","9,1","7,52","6,3","5,3",0,"9,0","8,1","5,6","8,3","6,6",0.0,,,,,,,2
RA-813,"9,5","8,4","7,52","2,3","5,5",0,"9,5","6,5","6,9","6,7","5,3",0.0,,,,,,,2
RA-814,"7,4","9,1","7,5","8,0","7,0",0,"9,5","9,6","6,89","7,8","8,5",-1.0,"8,9","9,0","6,9","7,8","7,2",-1.0,3
RA-815,"0,0","8,6","5,02","7,0","6,0",-1,"10,0","7,9","5,6","7,7","5,3",-1.0,,,,,,,2
RA-816,"7,0","9,8","7,5","8,5","10,0",0,"7,5","9,8","7,52","7,8","10,0",-1.0,"10,0","9,3","7,5","9,5","9,7",-1.0,3
RA-817,"9,5","8,8","6,89","5,0","5,7",0,"10,0","8,7","6,3","7,7","6,5",0.0,,,,,,,2
RA-818,"10,0","8,4","7,52","5,5","6,8",1,"9,5","7,3","7,5","6,5","5,8",0.0,,,,,,,2
RA-819,"10,0","7,8","7,5","8,0","10,0",1,"0,0","8,3","7,52","9,7","9,3",0.0,"10,0","7,9","7,5","8,0","6,5",0.0,3
RA-820,"10,0","6,6","7,5","6,0","6,5",0,"7,9","7,4","7,52","9,2","8,5",-1.0,"9,5","10,0","6,9","7,7","4,3",-1.0,3
RA-821,"8,5","5,9","7,5","4,5","4,0",0,,,,,,,"9,0","7,0","7,5","5,2","4,0",-2.0,3
RA-822,"0,0","4,6","5,0","7,5","6,0",-2,"8,5","8,4","2,52","8,0","6,2",-2.0,"8,0","8,4","7,5","6,5","5,7",-2.0,3
RA-823,"10,0","6,0","7,5","4,0","1,7",-2,,,,,,,,,,,,,1
RA-824,"10,0","4,4","6,9","7,0","5,0",0,,,,,,,,,,,,,1
RA-825,"7,5","8,2","6,9","8,3","6,8",-1,,,,,,,,,,,,,1
RA-826,"10,0","10,0","6,3","5,5","8,0",-1,"10,0","10,0","3,77","7,0","7,5",-1.0,"9,5","9,6","7,5","4,3","6,5",0.0,3
RA-827,"10,0","9,8","5,0","6,0","8,5",0,"7,9","8,1","3,14","7,7","8,5",-1.0,"9,5","7,0","7,5","7,7","7,5",-2.0,3
RA-828,"9,5","7,1","7,5","7,3","6,5",-1,,,,,,,,,,,,,1
RA-829,"9,5","9,8","9,4","6,0","10,0",1,"9,0","9,4","3,14","7,5","9,2",0.0,"9,0","8,6","7,5","8,2","7,5",0.0,3
RA-830,"9,0","7,6","5,6","6,5","7,0",-1,"0,0","8,9","3,14","8,3","8,3",-1.0,"10,0","8,6","7,5","5,8","6,2",-1.0,3
RA-831,"10,0","9,5","6,3","6,5","9,0",-1,"8,0","9,4","3,77","8,8","7,8",-1.0,"9,5","9,2","7,5","7,3","7,0",-1.0,3
RA-832,"9,0","8,7","7,5","7,0","9,0",0,"10,0","9,5","7,52","9,2","7,7",-1.0,"10,0","9,2","7,5","8,8","8,8",-1.0,3
RA-833,"9,0","9,3","7,5","9,0","7,0",0,"10,0","9,5","3,77","7,3","7,5",-1.0,"10,0","9,5","7,5","8,2","7,5",-1.0,3
RA-834,"8,0","9,1","6,3","9,0","8,5",0,"9,0","9,9","6,27","9,0","9,3",-1.0,"9,0","9,0","7,5","9,2","8,8",-1.0,3
RA-835,"8,0","8,5","7,52","8,5","8,9",0,"6,9","7,3","7,5","7,6","7,3",0.0,,,,,,,2
RA-836,"9,5","6,4","7,5","5,5","0,0",-1,"9,5","9,6","6,27","6,7","6,7",-2.0,"8,5","8,3","7,5","9,0","9,3",-1.0,3
RA-837,"7,5","9,8","6,9","6,0","7,5",0,"9,0","9,3","7,52","6,3","7,7",0.0,"8,5","9,0","7,5","9,2","8,3",0.0,3
RA-838,"10,0","7,4","7,5","6,6","5,9",-1,,,,,,,,,,,,,1
RA-839,"0,0","5,1","7,5","5,8","5,0",-1,,,,,,,,,,,,,1
RA-840,"9,5","9,3","7,5","7,0","9,0",0,"9,5","9,0","4,38","8,3","8,0",-1.0,"9,0","8,2","7,5","9,6","5,9",0.0,3
RA-841,"10,0","6,3","7,5","4,0","2,5",-1,"0,0","7,2","7,52","6,7","7,0",-2.0,"8,5","8,5","7,5","8,6","5,8",-2.0,3
RA-842,"8,5","7,5","6,3","6,0","9,0",-1,"9,0","8,5","3,77","8,2","7,5",-1.0,"7,5","8,3","7,5","9,1","9,1",0.0,3
RA-843,"8,5","9,0","7,5","9,8","8,5",0,,,,,,,,,,,,,1
RA-844,"0,0","5,0","8,1","6,0","5,8",0,,,,,,,,,,,,,1
